#id  z  band  RA  DEC  qso_mag  host_mag  sersic_index  reff_arcsec  reduced_chisq
091321.84+021132.2    1.000 R    138.341003418   2.192280054   19.80   23.22  2.25  1.05  1.03
091836.79+001813.2    0.983 I    139.653320312   0.303676009   19.12   22.24  7.00  0.58  1.19
091810.97+022958.6    0.921 I    139.545715332   2.499624014   19.72   23.03  2.53  2.28  1.45
091255.97-004009.7    0.829 R    138.233215332  -0.669380009   19.32   22.44  0.58  0.39 59.38
090942.69+032746.6    0.947 G    137.427902222   3.462961912   19.41   23.73  0.30  1.58  1.17
091810.97+022958.6    0.921 G    139.545715332   2.499624014   19.75   24.96  1.93  2.58  1.25
091842.04+032416.8    0.820 I    139.675170898   3.404691935   19.39   19.87  0.30  0.16  3.00
091836.79+001813.2    0.983 G    139.653320312   0.303676009   19.35     -99  7.00  0.34  1.55
090902.25+003735.9    0.999 R    137.259399414   0.626650989   19.83   23.75  3.53  1.01  1.04
091810.97+022958.6    0.921 R    139.545715332   2.499624014   19.60   22.92  3.13  1.98  1.39
091926.01+022958.2    0.830 I    139.858383179   2.499505043   21.10   22.06  0.50  0.30  0.98
091836.79+001813.2    0.983 R    139.653320312   0.303676009   19.09   22.85  7.00  0.28  1.54
091842.04+032416.8    0.820 G    139.675170898   3.404691935   18.66   23.56  0.32  0.10  2.26
091305.38+032755.8    0.883 G    138.272430420   3.465503931   19.50   22.88  0.43  0.72  1.07
091926.01+022958.2    0.830 G    139.858383179   2.499505043   20.91     -99  0.39  0.10  1.09
091842.04+032416.8    0.820 R    139.675170898   3.404691935   19.13   19.66  0.30  0.10  1.66
091926.01+022958.2    0.830 R    139.858383179   2.499505043   20.91   23.43  1.10  0.27  1.00
092019.75+052324.4    0.904 I    140.082305908   5.390111923   19.13   21.79  4.29  1.08  0.96
092019.75+052324.4    0.904 G    140.082305908   5.390111923   19.27   23.15  4.89  1.38  1.01
091305.38+032755.8    0.883 R    138.272430420   3.465503931   19.43   21.87  1.16  0.85  1.09
092019.75+052324.4    0.904 R    140.082305908   5.390111923   19.08   22.89  3.69  1.38  0.92
090942.69+032746.6    0.947 R    137.427902222   3.462961912   19.19   24.81  0.41  1.12  1.05
092234.71+003853.3    0.921 I    140.644638061   0.648157001   20.13   21.28  0.48  0.92  2.18
092234.75+045804.2    0.848 I    140.644805908   4.967853069   20.21   23.01  0.30  1.11  1.07
092234.71+003853.3    0.921 G    140.644638061   0.648157001   20.00   22.89  1.08  1.22  1.51
092234.75+045804.2    0.848 G    140.644805908   4.967853069   20.11   24.85  0.50  1.41  0.99
092234.75+045804.2    0.848 R    140.644805908   4.967853069   19.95   23.53  0.90  1.41  1.04
092234.71+003853.3    0.921 R    140.644638061   0.648157001   20.00   22.08  0.34  0.91  1.19
092021.68+030733.7    0.826 I    140.090347290   3.126040935   18.60   20.91  4.13  0.66  1.67
092240.77+010025.0    0.802 I    140.669891357   1.006970048   20.85   21.18  0.52  1.38  1.26
092315.88+040635.8    0.910 I    140.816207886   4.109950066   19.09   22.10  3.83  0.74  1.94
092240.77+010025.0    0.802 G    140.669891357   1.006970048   20.51   23.05  0.30  1.54  1.07
092315.88+040635.8    0.910 G    140.816207886   4.109950066   19.17   23.50  4.43  1.04  0.99
092240.77+010025.0    0.802 R    140.669891357   1.006970048   20.69   22.06  0.65  1.44  1.05
092021.68+030733.7    0.826 G    140.090347290   3.126040935   18.49   21.99  4.71  0.96  1.30
092315.88+040635.8    0.910 R    140.816207886   4.109950066   18.93   22.79  4.43  1.04  1.62
092319.70+020528.3    0.828 I    140.832092285   2.091214895   19.90   21.83  0.71  0.86  1.05
092517.48+031844.6    0.804 I    141.322845459   3.312403917   19.02   20.49  4.07  1.47  1.30
092319.70+020528.3    0.828 G    140.832092285   2.091214895   19.60   23.74  1.31  1.16  1.04
092517.48+031844.6    0.804 G    141.322845459   3.312403917   18.89   22.96  3.47  1.77  1.26
092021.68+030733.7    0.826 R    140.090347290   3.126040935   18.42   21.58  4.73  0.96  1.19
092319.70+020528.3    0.828 R    140.832092285   2.091214895   19.63   22.98  1.31  1.16  0.98
092517.48+031844.6    0.804 R    141.322845459   3.312403917   18.83   21.35  4.67  1.77  1.15
092652.54+001038.2    0.852 I    141.718933106   0.177284002   20.80   21.21  1.35  0.48  1.04
092554.15+043159.7    0.873 I    141.475631714   4.533273220   19.92   20.86  1.61  0.96  1.07
092652.54+001038.2    0.852 G    141.718933106   0.177284002   20.52   23.92  1.95  0.78  1.06
092554.15+043159.7    0.873 G    141.475631714   4.533273220   19.81   23.59  2.21  1.26  1.05
092652.54+001038.2    0.852 R    141.718933106   0.177284002   20.74   22.75  1.95  0.78  1.02
092554.15+043159.7    0.873 R    141.475631714   4.533273220   19.70   22.04  2.21  1.26  1.05
093448.36+014308.0    0.821 I    143.701507568   1.718894958   18.82   22.37  7.00  1.36  1.20
093453.61+002907.6    0.908 I    143.723388672   0.485444993   20.01   21.61  2.21  0.69  1.29
092907.27+000439.2    0.882 I    142.280303955   0.077572003   18.76   21.94  4.63  5.00  1.14
093316.45+002406.4    0.847 I    143.318572998   0.401798010   19.13   21.51  6.99  0.67  3.28
093316.45+002406.4    0.847 G    143.318572998   0.401798010   18.96   22.88  7.00  0.97  2.14
093453.61+002907.6    0.908 G    143.723388672   0.485444993   19.98   22.43  1.61  0.39  1.09
093448.36+014308.0    0.821 G    143.701507568   1.718894958   18.86   21.98  7.00  1.54  2.00
093453.61+002907.6    0.908 R    143.723388672   0.485444993   19.70   22.69  2.81  0.69  0.97
093316.45+002406.4    0.847 R    143.318572998   0.401798010   18.91   22.60  7.00  0.97  2.09
093513.32+003254.7    0.818 I    143.805511475   0.548529983   19.81   21.22  6.36  0.61  1.41
093448.36+014308.0    0.821 R    143.701507568   1.718894958   18.74   20.78  6.66  1.66  1.19
092907.27+000439.2    0.882 G    142.280303955   0.077572003   18.74   22.69  4.03  5.00  1.15
093513.32+003254.7    0.818 G    143.805511475   0.548529983   21.10   20.92  5.76  0.31  1.72
093703.46-005002.2    0.837 I    144.264419556  -0.833952010   20.94   21.78  1.99  0.67  1.01
093703.46-005002.2    0.837 G    144.264419556  -0.833952010   20.68   23.72  1.65  0.97  0.99
093513.32+003254.7    0.818 R    143.805511475   0.548529983   20.20   21.15  6.22  0.91  1.05
093935.08-000801.1    0.909 I    144.896179199  -0.133658007   19.26   22.04  7.00  2.73  1.30
092907.27+000439.2    0.882 R    142.280303955   0.077572003   18.72   22.10  4.03  5.00  1.04
093703.46-005002.2    0.837 R    144.264419556  -0.833952010   20.80   22.62  2.59  0.40  0.95
093935.08-000801.1    0.909 G    144.896179199  -0.133658007   19.48   23.39  6.40  3.03  1.04
093940.26+001822.9    0.931 I    144.917770386   0.306378007   20.42   21.52  2.57  0.67  1.40
093935.08-000801.1    0.909 R    144.896179199  -0.133658007   19.30   22.86  6.40  3.03  1.10
093940.26+001822.9    0.931 G    144.917770386   0.306378007   20.38   23.34  3.17  0.97  1.03
093549.16-004414.9    0.851 I    143.954833984  -0.737483978   18.94   32.55  7.00  0.10  1.55
094020.99+003504.2    0.914 I    145.087463379   0.584523976   20.04   21.19  0.67  0.73  1.70
094009.11+012533.4    0.957 I    145.037994385   1.425968051   21.21   21.36  2.16  0.58  1.07
093742.86-004103.3    0.959 I    144.428604126  -0.684270978   18.85   21.43  2.10  2.40  1.72
093940.26+001822.9    0.931 R    144.917770386   0.306378007   20.06   23.23  1.97  0.37  1.93
094029.90-001345.3    0.833 I    145.124588013  -0.229276001   19.86   21.08  0.96  0.97  1.89
094020.99+003504.2    0.914 G    145.087463379   0.584523976   20.14   22.91  1.27  0.62  1.06
094009.11+012533.4    0.957 G    145.037994385   1.425968051   21.07   23.23  2.52  0.58  1.02
094029.90-001345.3    0.833 G    145.124588013  -0.229276001   19.74   23.36  1.56  1.27  1.02
093742.86-004103.3    0.959 G    144.428604126  -0.684270978   19.00   22.06  1.50  2.69  1.39
094020.99+003504.2    0.914 R    145.087463379   0.584523976   19.93   21.91  1.27  0.54  1.17
094009.11+012533.4    0.957 R    145.037994385   1.425968051   20.84   22.39  1.56  0.49  1.00
094029.90-001345.3    0.833 R    145.124588013  -0.229276001   19.77   22.04  1.56  0.93  1.24
093742.86-004103.3    0.959 R    144.428604126  -0.684270978   18.76   21.49  1.50  2.69  1.32
093549.16-004414.9    0.851 G    143.954833984  -0.737483978     -99   15.70  6.40  0.10  7.23
094447.34+020200.5    0.814 I    146.197280884   2.033484936   19.67   22.10  5.40  1.64  1.02
094447.34+020200.5    0.814 G    146.197280884   2.033484936   19.71   24.46  6.00  1.88  1.04
094447.34+020200.5    0.814 R    146.197280884   2.033484936   19.57   22.02  6.00  1.94  1.14
094806.09+004118.9    0.983 I    147.025405884   0.688588977   19.43   21.62  0.30  0.96  3.30
094610.14+013924.5    0.860 I    146.542251587   1.656815052   19.31   21.46  6.65  0.36  1.28
094806.09+004118.9    0.983 G    147.025405884   0.688588977   19.62   23.22  0.90  1.26  1.24
094610.14+013924.5    0.860 G    146.542251587   1.656815052   19.43   22.79  6.57  0.10  0.99
094806.09+004118.9    0.983 R    147.025405884   0.688588977   19.35   22.40  0.90  1.26  1.29
094610.14+013924.5    0.860 R    146.542251587   1.656815052   19.11   22.47  7.00  0.66  1.09
095052.84+005731.9    0.863 I    147.720184326   0.958872020   21.09   20.45  1.62  0.68  1.35
095052.84+005731.9    0.863 G    147.720184326   0.958872020   21.09   22.48  2.22  0.45  1.03
095052.84+005731.9    0.863 R    147.720184326   0.958872020   20.68   21.75  1.87  0.73  1.17
095105.22+000049.2    0.876 I    147.771789551   0.013692000   18.47   21.40  7.00  0.84  2.28
093549.16-004414.9    0.851 R    143.954833984  -0.737483978   19.35   20.28  7.00  0.27  1.24
095105.22+000049.2    0.876 G    147.771789551   0.013692000   18.40   22.45  7.00  1.14  1.55
095105.22+000049.2    0.876 R    147.771789551   0.013692000   18.37   21.91  7.00  1.14  2.42
095416.74+000809.2    0.885 I    148.569763184   0.135914996   19.03   20.85  0.56  1.34 14.22
095433.22+003714.8    0.999 I    148.638442993   0.620800972   19.49   21.41  0.40  1.23  1.50
095724.37+023518.8    0.963 I    149.351562500   2.588565111   21.38   21.22  1.52  1.31  1.87
095621.65+024859.8    0.956 I    149.090209961   2.816632986   19.18   21.98  7.00  1.01  1.58
095416.74+000809.2    0.885 G    148.569763184   0.135914996   19.08   21.35  1.16  1.07  2.25
095724.37+023518.8    0.963 G    149.351562500   2.588565111   21.39   23.27  0.92  1.61  1.07
095433.22+003714.8    0.999 G    148.638442993   0.620800972   19.78   23.39  1.00  1.53  1.16
095416.74+000809.2    0.885 R    148.569763184   0.135914996   19.02   20.94  0.65  1.07  4.03
095724.37+023518.8    0.963 R    149.351562500   2.588565111   21.25   22.31  0.92  1.39  1.15
095621.65+024859.8    0.956 G    149.090209961   2.816632986   19.13     -99  7.00  0.84  2.21
095433.22+003714.8    0.999 R    148.638442993   0.620800972   19.48   22.42  1.00  1.53  1.12
095621.65+024859.8    0.956 R    149.090209961   2.816632986   18.99   23.90  7.00  1.31  1.21
100202.77+022434.6    0.988 I    150.511566162   2.409615994   21.55   22.73  4.23  0.40  1.02
100246.24+035306.9    0.999 I    150.692703247   3.885274887   20.84   23.04  0.63  0.38  2.72
095620.13-005938.6    0.917 I    149.083892822  -0.994068980   19.12   21.64  1.30  4.72 11.52
100202.77+022434.6    0.988 G    150.511566162   2.409615994   21.46   23.67  4.83  0.10  1.00
100246.24+035306.9    0.999 G    150.692703247   3.885274887   20.87   24.60  1.23  0.18  1.02
100341.53+002756.0    0.984 I    150.923080444   0.465577990   19.30   22.70  7.00  0.69  1.06
100246.24+035306.9    0.999 R    150.692703247   3.885274887   20.72   23.59  1.23  0.30  1.11
100300.65+034725.8    0.864 I    150.752716064   3.790503979   20.25   21.26  4.46  1.01  1.04
100202.77+022434.6    0.988 R    150.511566162   2.409615994   21.05   24.00  4.71  0.17  0.98
100341.53+002756.0    0.984 G    150.923080444   0.465577990   19.84   23.31  7.00  0.86  1.04
100033.75+040844.2    0.879 I    150.140640259   4.145616054   18.36   21.08  2.31  1.36  1.11
100226.98+033039.7    0.910 I    150.612426758   3.511044025   19.20   21.67  6.99  0.90  1.04
100300.65+034725.8    0.864 G    150.752716064   3.790503979   20.07   23.01  5.06  1.31  0.98
100341.53+002756.0    0.984 R    150.923080444   0.465577990   19.38   23.87  7.00  0.99  1.10
100300.65+034725.8    0.864 R    150.752716064   3.790503979   20.12   22.00  5.06  1.31  0.95
100226.98+033039.7    0.910 G    150.612426758   3.511044025   19.31   23.75  6.81  1.20  1.04
100033.75+040844.2    0.879 G    150.140640259   4.145616054   18.36   23.38  1.72  1.66  1.29
100411.24+004318.7    0.902 I    151.046844482   0.721867979   20.54   22.89  1.11  0.47  1.01
100423.49+030658.8    0.914 I    151.097885132   3.116348028   19.47   20.87  0.90  1.16  1.38
095620.13-005938.6    0.917 G    149.083892822  -0.994068980   19.39   22.24  0.70  4.97  1.05
100423.49+030658.8    0.914 G    151.097885132   3.116348028   19.29     -99  1.50  0.86  8.66
100411.24+004318.7    0.902 G    151.046844482   0.721867979   20.44   24.21  1.72  0.77  1.03
100226.98+033039.7    0.910 R    150.612426758   3.511044025   19.27   21.53  7.00  1.20  1.25
100408.52-002756.0    0.910 I    151.035507202  -0.465566009   19.44   22.38  3.41  2.03  1.26
100423.49+030658.8    0.914 R    151.097885132   3.116348028   19.31   21.32  1.50  1.16  1.96
100411.24+004318.7    0.902 R    151.046844482   0.721867979   20.36   24.20  1.72  0.77  1.02
100408.52-002756.0    0.910 G    151.035507202  -0.465566009   19.94   24.59  4.01  2.33  1.01
100642.05+001549.6    0.879 I    151.675216675   0.263801992   19.67   21.90  0.42  0.67  1.28
100502.46+031259.7    0.979 I    151.260284424   3.216597080   19.69   23.19  7.00  0.86  1.02
100408.52-002756.0    0.910 R    151.035507202  -0.465566009   19.65   23.30  2.81  2.33  1.05
100033.75+040844.2    0.879 R    150.140640259   4.145616054   18.27   21.95  2.91  1.62  1.07
100642.05+001549.6    0.879 G    151.675216675   0.263801992   19.73   25.02  1.02  0.97  1.10
100744.95+024625.0    0.980 I    151.937332153   2.773632050   19.26   23.64  0.30  0.69  1.01
100502.46+031259.7    0.979 G    151.260284424   3.216597080   19.77   23.69  6.84  1.16  1.01
100744.95+024625.0    0.980 G    151.937332153   2.773632050   19.48   25.56  0.90  0.99  1.07
095620.13-005938.6    0.917 R    149.083892822  -0.994068980   19.18   22.12  0.70  4.43  1.32
100642.05+001549.6    0.879 R    151.675216675   0.263801992   19.53   23.46  1.02  0.97  1.15
100838.70+020342.6    0.894 I    152.161254883   2.061834097   20.41   21.91  0.61  0.60  1.00
100756.79+014455.9    0.938 I    151.986633301   1.748878956   20.72   21.76  0.71  0.60  1.00
100802.15+012831.0    0.959 I    152.008987427   1.475289941   18.99   22.56  0.87  2.77  1.29
100744.95+024625.0    0.980 R    151.937332153   2.773632050   19.24   24.16  0.90  0.99  1.01
100838.70+020342.6    0.894 G    152.161254883   2.061834097   20.21   24.31  1.21  0.90  0.99
100756.79+014455.9    0.938 G    151.986633301   1.748878956   20.62   23.57  0.30  0.54  1.00
100838.70+020342.6    0.894 R    152.161254883   2.061834097   20.34   23.10  0.41  0.60  0.98
100802.15+012831.0    0.959 G    152.008987427   1.475289941   19.23   23.42  0.55  3.07  1.03
100756.79+014455.9    0.938 R    151.986633301   1.748878956   20.66   22.43  1.31  0.39  1.05
100502.46+031259.7    0.979 R    151.260284424   3.216597080   19.47   24.54  6.96  0.76  1.03
100915.79+012716.3    0.841 I    152.315811157   1.454535008   20.10   20.78  1.64  0.54  1.42
100802.15+012831.0    0.959 R    152.008987427   1.475289941   19.02   22.75  0.30  3.07  1.15
101247.91+005938.5    0.942 I    153.199645996   0.994054020   19.55   23.23  1.29  0.36  1.40
100915.79+012716.3    0.841 G    152.315811157   1.454535008   19.95     -99  1.03  0.24  1.97
100921.12+015940.6    0.927 I    152.338027954   1.994627953   18.74   20.82  0.94  1.11  2.09
101247.91+005938.5    0.942 G    153.199645996   0.994054020   19.49   22.82  0.69  0.10  1.24
100915.79+012716.3    0.841 R    152.315811157   1.454535008   20.05   21.65  2.23  0.48  1.25
100921.12+015940.6    0.927 G    152.338027954   1.994627953   18.71   23.66  1.54  1.41  1.01
101247.91+005938.5    0.942 R    153.199645996   0.994054020   19.30     -99  0.69  0.10  3.39
101925.47-000147.6    0.817 I    154.856155395  -0.029905999   19.70   18.96  1.68  0.10  7.74
100921.12+015940.6    0.927 R    152.338027954   1.994627953   18.56   22.15  1.54  1.41  1.02
101827.13-000008.5    0.980 I    154.613067627  -0.002365000   19.44   23.45  0.30  1.39  1.10
101925.47-000147.6    0.817 G    154.856155395  -0.029905999   18.91   19.38  1.08  0.10  2.53
101827.13-000008.5    0.980 G    154.613067627  -0.002365000   19.89   23.43  0.90  1.69  1.02
113237.74-015144.2    0.909 I    173.157257080  -1.862301946   20.76   21.87  1.60  0.78  1.11
101925.47-000147.6    0.817 R    154.856155395  -0.029905999   18.30   22.56  2.28  0.40  2.30
113641.14-022830.7    0.976 I    174.171417236  -2.475212097   19.33   21.07  0.30  5.00  4.02
113453.52+013947.2    0.984 I    173.723037720   1.663122058   19.76   21.01  0.30  1.21  2.16
101827.13-000008.5    0.980 R    154.613067627  -0.002365000   19.67   22.90  0.90  1.08  1.09
100849.50+005405.0    0.950 I    152.206268311   0.901401997   20.45   21.06  1.00  0.66  1.12
113237.74-015144.2    0.909 G    173.157257080  -1.862301946   20.45   23.70  1.00  0.61  1.08
113641.14-022830.7    0.976 G    174.171417236  -2.475212097   19.61   21.75  0.30  4.99  5.03
113453.52+013947.2    0.984 G    173.723037720   1.663122058   19.84   21.64  0.90  1.08  1.78
113641.14-022830.7    0.976 R    174.171417236  -2.475212097   19.23   21.41  0.30  4.86  4.10
